sale_id,product_id,store_id,sale_date,quantity,unit_price,discount_pct,revenue,cost,profit,month,quarter,year,season
S00707,P0016,ST002,2022-06-21,2,115.06,0.0,230.12,64.76,165.36,June,Q2,2022,Summer
S00708,P0029,ST005,2022-07-22,6,147.44,0.0,884.64,263.28,621.36,July,Q3,2022,Summer
S00709,P0023,ST008,2022-01-15,10,126.83,0.0,1268.3,352.3,916.0,January,Q1,2022,Winter
S00710,P0019,ST002,2022-03-23,11,34.72,10.0,381.92,148.61,233.31,March,Q1,2022,Spring
S00711,P0029,ST006,2021-09-02,9,147.44,0.0,1326.96,394.92,932.04,September,Q3,2021,Autumn
S00712,P0003,ST007,2021-11-17,8,14.54,0.0,116.32,50.16,66.16,November,Q4,2021,Autumn
S00713,P0012,ST005,2022-01-20,9,53.44,5.0,480.96,181.89,299.07,January,Q1,2022,Winter
S00714,P0002,ST008,2022-01-23,11,106.28,10.0,1169.08,352.77,816.31,January,Q1,2022,Winter
S00715,P0001,ST001,2021-09-20,11,13.67,10.0,150.37,66.0,84.37,September,Q3,2021,Autumn
S00716,P0018,ST008,2021-08-09,2,41.13,20.0,82.26,26.88,55.38,August,Q3,2021,Summer
S00717,P0019,ST003,2022-03-14,8,38.58,0.0,308.64,108.08,200.56,March,Q1,2022,Spring
S00718,P0015,ST007,2021-11-12,12,47.46,20.0,569.52,281.88,287.64,November,Q4,2021,Autumn
S00719,P0008,ST005,2021-10-21,5,122.64,0.0,613.2,186.45,426.75,October,Q4,2021,Autumn
S00720,P0022,ST006,2021-12-07,2,54.97,0.0,109.94,27.54,82.4,December,Q4,2021,Winter
S00721,P0011,ST003,2021-08-27,7,134.9,5.0,944.3,251.44,692.86,August,Q3,2021,Summer
S00722,P0029,ST004,2022-03-08,11,147.44,0.0,1621.84,482.68,1139.16,March,Q1,2022,Spring
S00723,P0021,ST002,2021-08-01,4,95.74,0.0,382.96,139.52,243.44,August,Q3,2021,Summer
S00724,P0013,ST003,2022-05-31,4,46.11,5.0,184.44,79.24,105.2,May,Q2,2022,Spring
S00725,P0010,ST008,2021-08-05,1,81.79,10.0,81.79,28.09,53.7,August,Q3,2021,Summer
S00726,P0023,ST002,2022-03-05,12,126.83,0.0,1521.96,422.76,1099.2,March,Q1,2022,Spring
S00727,P0028,ST002,2021-11-26,7,89.3,0.0,625.1,162.05,463.05,November,Q4,2021,Autumn
S00728,P0007,ST002,2021-09-22,6,24.3,0.0,145.8,54.54,91.26,September,Q3,2021,Autumn
S00729,P0019,ST005,2021-10-10,7,34.72,10.0,243.04,94.57,148.47,October,Q4,2021,Autumn
S00730,P0010,ST003,2022-06-25,11,90.88,0.0,999.68,308.99,690.69,June,Q2,2022,Summer
S00731,P0003,ST001,2022-06-09,11,14.54,0.0,159.94,68.97,90.97,June,Q2,2022,Summer
S00732,P0019,ST006,2021-11-18,11,34.72,10.0,381.92,148.61,233.31,November,Q4,2021,Autumn
S00733,P0033,ST007,2022-06-12,11,36.28,0.0,399.08,160.38,238.7,June,Q2,2022,Summer
S00734,P0020,ST004,2021-09-14,2,25.37,0.0,50.74,21.42,29.32,September,Q3,2021,Autumn
S00735,P0031,ST002,2022-05-29,12,103.76,0.0,1245.12,426.0,819.12,May,Q2,2022,Spring
S00736,P0017,ST007,2022-01-09,3,131.04,0.0,393.12,113.61,279.51,January,Q1,2022,Winter
S00737,P0001,ST002,2021-12-06,9,14.43,5.0,129.87,54.0,75.87,December,Q4,2021,Winter
S00738,P0015,ST005,2022-07-20,1,50.42,15.0,50.42,23.49,26.93,July,Q3,2022,Summer
S00739,P0025,ST005,2021-11-14,9,76.87,5.0,691.83,259.56,432.27,November,Q4,2021,Autumn
S00740,P0032,ST004,2022-02-17,5,78.1,5.0,390.5,144.8,245.7,February,Q1,2022,Winter
S00741,P0020,ST004,2022-04-11,7,25.37,0.0,177.59,74.97,102.62,April,Q2,2022,Spring
S00742,P0013,ST008,2022-06-23,10,48.54,0.0,485.4,198.1,287.3,June,Q2,2022,Summer
S00743,P0031,ST001,2022-02-01,6,103.76,0.0,622.56,213.0,409.56,February,Q1,2022,Winter
S00744,P0024,ST007,2022-02-04,9,90.31,10.0,812.79,330.12,482.67,February,Q1,2022,Winter
S00745,P0006,ST008,2021-09-07,1,81.91,5.0,81.91,32.93,48.98,September,Q3,2021,Autumn
S00746,P0031,ST001,2021-12-13,4,103.76,0.0,415.04,142.0,273.04,December,Q4,2021,Winter
S00747,P0012,ST001,2022-02-20,9,56.25,0.0,506.25,181.89,324.36,February,Q1,2022,Winter
S00748,P0009,ST007,2022-03-05,12,20.82,0.0,249.84,97.8,152.04,March,Q1,2022,Spring
S00749,P0018,ST003,2021-12-21,2,51.41,0.0,102.82,26.88,75.94,December,Q4,2021,Winter
S00750,P0009,ST004,2021-10-19,9,20.82,0.0,187.38,73.35,114.03,October,Q4,2021,Autumn
S00751,P0002,ST002,2022-01-06,12,118.09,0.0,1417.08,384.84,1032.24,January,Q1,2022,Winter
S00752,P0009,ST004,2021-08-30,4,20.82,0.0,83.28,32.6,50.68,August,Q3,2021,Summer
S00753,P0012,ST007,2021-09-29,8,53.44,5.0,427.52,161.68,265.84,September,Q3,2021,Autumn
S00754,P0021,ST001,2022-01-06,11,86.17,10.0,947.87,383.68,564.19,January,Q1,2022,Winter
S00755,P0007,ST003,2021-10-01,1,21.87,10.0,21.87,9.09,12.78,October,Q4,2021,Autumn
S00756,P0009,ST001,2021-10-23,8,16.66,20.0,133.28,65.2,68.08,October,Q4,2021,Autumn
S00757,P0015,ST005,2021-10-25,6,59.32,0.0,355.92,140.94,214.98,October,Q4,2021,Autumn
S00758,P0016,ST005,2021-09-30,1,115.06,0.0,115.06,32.38,82.68,September,Q3,2021,Autumn
S00759,P0016,ST007,2021-12-18,9,115.06,0.0,1035.54,291.42,744.12,December,Q4,2021,Winter
S00760,P0024,ST002,2022-04-12,8,95.32,5.0,762.56,293.44,469.12,April,Q2,2022,Spring
S00761,P0031,ST001,2022-04-13,10,103.76,0.0,1037.6,355.0,682.6,April,Q2,2022,Spring
S00762,P0032,ST003,2021-12-09,2,69.88,15.0,139.76,57.92,81.84,December,Q4,2021,Winter
S00763,P0011,ST002,2021-11-25,12,134.9,5.0,1618.8,431.04,1187.76,November,Q4,2021,Autumn
S00764,P0004,ST001,2021-08-07,4,89.47,0.0,357.88,109.8,248.08,August,Q3,2021,Summer
S00765,P0026,ST006,2022-02-13,3,75.42,0.0,226.26,96.63,129.63,February,Q1,2022,Winter
S00766,P0004,ST001,2022-05-11,12,80.52,10.0,966.24,329.4,636.84,May,Q2,2022,Spring
S00767,P0013,ST007,2021-11-23,6,48.54,0.0,291.24,118.86,172.38,November,Q4,2021,Autumn
S00768,P0004,ST006,2021-12-17,2,85.0,5.0,170.0,54.9,115.1,December,Q4,2021,Winter
S00769,P0015,ST002,2022-04-15,11,47.46,20.0,522.06,258.39,263.67,April,Q2,2022,Spring
S00770,P0019,ST003,2021-11-23,9,27.01,30.0,243.09,121.59,121.5,November,Q4,2021,Autumn
S00771,P0016,ST007,2021-09-05,8,97.8,15.0,782.4,259.04,523.36,September,Q3,2021,Autumn
S00772,P0009,ST005,2022-01-15,2,19.78,5.0,39.56,16.3,23.26,January,Q1,2022,Winter
S00773,P0010,ST001,2022-02-05,4,90.88,0.0,363.52,112.36,251.16,February,Q1,2022,Winter
S00774,P0013,ST005,2022-06-15,4,48.54,0.0,194.16,79.24,114.92,June,Q2,2022,Summer
S00775,P0009,ST008,2021-11-09,12,16.66,20.0,199.92,97.8,102.12,November,Q4,2021,Autumn
S00776,P0021,ST004,2021-10-17,1,76.59,20.0,76.59,34.88,41.71,October,Q4,2021,Autumn
S00777,P0017,ST001,2021-11-28,9,131.04,0.0,1179.36,340.83,838.53,November,Q4,2021,Autumn
S00778,P0026,ST001,2022-01-19,1,67.88,10.0,67.88,32.21,35.67,January,Q1,2022,Winter
S00779,P0015,ST007,2022-01-05,2,59.32,0.0,118.64,46.98,71.66,January,Q1,2022,Winter
S00780,P0023,ST004,2022-03-03,8,101.46,20.0,811.68,281.84,529.84,March,Q1,2022,Spring
S00781,P0022,ST003,2022-07-31,5,54.97,0.0,274.85,68.85,206.0,July,Q3,2022,Summer
S00782,P0031,ST004,2022-04-24,7,93.38,10.0,653.66,248.5,405.16,April,Q2,2022,Spring
S00783,P0030,ST006,2022-03-23,12,110.97,0.0,1331.64,464.04,867.6,March,Q1,2022,Spring
S00784,P0031,ST002,2022-04-16,3,98.57,5.0,295.71,106.5,189.21,April,Q2,2022,Spring
S00785,P0026,ST007,2021-09-08,10,71.65,5.0,716.5,322.1,394.4,September,Q3,2021,Autumn
S00786,P0014,ST007,2022-07-06,3,70.64,0.0,211.92,88.11,123.81,July,Q3,2022,Summer
S00787,P0003,ST005,2022-01-09,7,13.09,10.0,91.63,43.89,47.74,January,Q1,2022,Winter
S00788,P0018,ST006,2022-01-10,8,51.41,0.0,411.28,107.52,303.76,January,Q1,2022,Winter
S00789,P0005,ST002,2021-11-12,3,37.45,10.0,112.35,41.46,70.89,November,Q4,2021,Autumn
S00790,P0021,ST002,2021-10-19,2,95.74,0.0,191.48,69.76,121.72,October,Q4,2021,Autumn
S00791,P0019,ST008,2022-01-08,7,38.58,0.0,270.06,94.57,175.49,January,Q1,2022,Winter
S00792,P0016,ST006,2021-11-15,8,115.06,0.0,920.48,259.04,661.44,November,Q4,2021,Autumn
S00793,P0009,ST005,2021-10-01,2,20.82,0.0,41.64,16.3,25.34,October,Q4,2021,Autumn
S00794,P0020,ST005,2022-07-27,12,24.1,5.0,289.2,128.52,160.68,July,Q3,2022,Summer
S00795,P0019,ST004,2022-01-15,3,38.58,0.0,115.74,40.53,75.21,January,Q1,2022,Winter
S00796,P0001,ST004,2022-01-30,7,14.43,5.0,101.01,42.0,59.01,January,Q1,2022,Winter
S00797,P0008,ST005,2021-12-12,3,122.64,0.0,367.92,111.87,256.05,December,Q4,2021,Winter
S00798,P0009,ST007,2022-03-20,9,18.74,10.0,168.66,73.35,95.31,March,Q1,2022,Spring
S00799,P0033,ST004,2021-09-18,8,36.28,0.0,290.24,116.64,173.6,September,Q3,2021,Autumn
S00800,P0027,ST003,2021-10-02,1,93.57,0.0,93.57,35.74,57.83,October,Q4,2021,Autumn
S00801,P0022,ST004,2021-10-06,4,46.72,15.0,186.88,55.08,131.8,October,Q4,2021,Autumn
S00802,P0008,ST006,2022-07-18,11,98.11,20.0,1079.21,410.19,669.02,July,Q3,2022,Summer
S00803,P0005,ST002,2022-05-26,10,41.61,0.0,416.1,138.2,277.9,May,Q2,2022,Spring
S00804,P0013,ST002,2021-08-12,2,48.54,0.0,97.08,39.62,57.46,August,Q3,2021,Summer
S00805,P0009,ST008,2021-10-05,2,16.66,20.0,33.32,16.3,17.02,October,Q4,2021,Autumn
S00806,P0021,ST006,2021-10-02,1,76.59,20.0,76.59,34.88,41.71,October,Q4,2021,Autumn
S00807,P0029,ST001,2021-10-26,10,147.44,0.0,1474.4,438.8,1035.6,October,Q4,2021,Autumn
S00808,P0009,ST007,2022-04-12,1,20.82,0.0,20.82,8.15,12.67,April,Q2,2022,Spring
S00809,P0020,ST007,2021-10-28,6,25.37,0.0,152.22,64.26,87.96,October,Q4,2021,Autumn
S00810,P0013,ST003,2021-12-19,5,48.54,0.0,242.7,99.05,143.65,December,Q4,2021,Winter
S00811,P0013,ST003,2021-08-18,10,46.11,5.0,461.1,198.1,263.0,August,Q3,2021,Summer
S00812,P0003,ST004,2022-06-28,5,14.54,0.0,72.7,31.35,41.35,June,Q2,2022,Summer
S00813,P0019,ST008,2021-09-01,2,38.58,0.0,77.16,27.02,50.14,September,Q3,2021,Autumn
S00814,P0004,ST003,2022-03-03,4,85.0,5.0,340.0,109.8,230.2,March,Q1,2022,Spring
S00815,P0017,ST004,2022-06-19,9,117.94,10.0,1061.46,340.83,720.63,June,Q2,2022,Summer
S00816,P0020,ST007,2022-01-31,8,24.1,5.0,192.8,85.68,107.12,January,Q1,2022,Winter
S00817,P0015,ST008,2022-01-24,10,56.35,5.0,563.5,234.9,328.6,January,Q1,2022,Winter
S00818,P0013,ST007,2021-12-17,3,48.54,0.0,145.62,59.43,86.19,December,Q4,2021,Winter
S00819,P0028,ST004,2021-08-16,5,89.3,0.0,446.5,115.75,330.75,August,Q3,2021,Summer
S00820,P0018,ST008,2022-04-29,6,46.27,10.0,277.62,80.64,196.98,April,Q2,2022,Spring
S00821,P0027,ST004,2021-10-21,2,93.57,0.0,187.14,71.48,115.66,October,Q4,2021,Autumn
S00822,P0031,ST004,2021-12-15,9,88.2,15.0,793.8,319.5,474.3,December,Q4,2021,Winter
S00823,P0027,ST001,2021-11-21,10,79.53,15.0,795.3,357.4,437.9,November,Q4,2021,Autumn
S00824,P0021,ST007,2022-01-29,3,95.74,0.0,287.22,104.64,182.58,January,Q1,2022,Winter
S00825,P0032,ST006,2022-07-24,6,65.77,20.0,394.62,173.76,220.86,July,Q3,2022,Summer
S00826,P0003,ST001,2022-07-27,12,14.54,0.0,174.48,75.24,99.24,July,Q3,2022,Summer
S00827,P0022,ST003,2022-05-16,4,46.72,15.0,186.88,55.08,131.8,May,Q2,2022,Spring
S00828,P0004,ST008,2022-05-05,5,89.47,0.0,447.35,137.25,310.1,May,Q2,2022,Spring
S00829,P0017,ST001,2021-09-16,1,131.04,0.0,131.04,37.87,93.17,September,Q3,2021,Autumn
S00830,P0015,ST004,2021-08-11,9,59.32,0.0,533.88,211.41,322.47,August,Q3,2021,Summer
S00831,P0015,ST006,2022-06-11,4,50.42,15.0,201.68,93.96,107.72,June,Q2,2022,Summer
S00832,P0027,ST006,2021-10-30,6,93.57,0.0,561.42,214.44,346.98,October,Q4,2021,Autumn
S00833,P0002,ST003,2022-05-28,12,94.47,20.0,1133.64,384.84,748.8,May,Q2,2022,Spring
S00834,P0020,ST002,2022-04-27,6,20.3,20.0,121.8,64.26,57.54,April,Q2,2022,Spring
S00835,P0014,ST006,2022-07-27,11,70.64,0.0,777.04,323.07,453.97,July,Q3,2022,Summer
S00836,P0024,ST002,2022-01-20,5,100.34,0.0,501.7,183.4,318.3,January,Q1,2022,Winter
S00837,P0026,ST003,2022-03-12,11,60.34,20.0,663.74,354.31,309.43,March,Q1,2022,Spring
S00838,P0019,ST006,2021-10-29,12,30.86,20.0,370.32,162.12,208.2,October,Q4,2021,Autumn
S00839,P0008,ST006,2021-11-23,11,116.51,5.0,1281.61,410.19,871.42,November,Q4,2021,Autumn
S00840,P0004,ST003,2022-02-10,5,80.52,10.0,402.6,137.25,265.35,February,Q1,2022,Winter
S00841,P0009,ST005,2021-10-05,3,18.74,10.0,56.22,24.45,31.77,October,Q4,2021,Autumn
S00842,P0014,ST007,2022-05-18,1,70.64,0.0,70.64,29.37,41.27,May,Q2,2022,Spring
S00843,P0003,ST006,2022-06-10,4,13.81,5.0,55.24,25.08,30.16,June,Q2,2022,Summer
S00844,P0006,ST002,2022-04-12,3,86.22,0.0,258.66,98.79,159.87,April,Q2,2022,Spring
S00845,P0018,ST002,2021-11-30,6,35.99,30.0,215.94,80.64,135.3,November,Q4,2021,Autumn
S00846,P0023,ST003,2022-06-22,2,107.81,15.0,215.62,70.46,145.16,June,Q2,2022,Summer
S00847,P0032,ST006,2022-03-17,1,82.21,0.0,82.21,28.96,53.25,March,Q1,2022,Spring
S00848,P0007,ST004,2022-07-21,2,24.3,0.0,48.6,18.18,30.42,July,Q3,2022,Summer
S00849,P0032,ST002,2021-08-01,1,82.21,0.0,82.21,28.96,53.25,August,Q3,2021,Summer
S00850,P0026,ST007,2021-10-25,7,75.42,0.0,527.94,225.47,302.47,October,Q4,2021,Autumn
S00851,P0020,ST007,2022-01-27,9,25.37,0.0,228.33,96.39,131.94,January,Q1,2022,Winter
S00852,P0010,ST008,2022-05-23,11,81.79,10.0,899.69,308.99,590.7,May,Q2,2022,Spring
S00853,P0010,ST004,2021-10-23,8,90.88,0.0,727.04,224.72,502.32,October,Q4,2021,Autumn
S00854,P0002,ST001,2021-12-29,1,118.09,0.0,118.09,32.07,86.02,December,Q4,2021,Winter
S00855,P0018,ST002,2021-09-07,6,51.41,0.0,308.46,80.64,227.82,September,Q3,2021,Autumn
S00856,P0008,ST007,2021-10-22,12,122.64,0.0,1471.68,447.48,1024.2,October,Q4,2021,Autumn
S00857,P0014,ST002,2022-01-21,10,49.45,30.0,494.5,293.7,200.8,January,Q1,2022,Winter
S00858,P0008,ST008,2022-07-27,1,122.64,0.0,122.64,37.29,85.35,July,Q3,2022,Summer
S00859,P0032,ST003,2022-06-07,7,82.21,0.0,575.47,202.72,372.75,June,Q2,2022,Summer
S00860,P0009,ST002,2022-01-17,4,14.57,30.0,58.28,32.6,25.68,January,Q1,2022,Winter
S00861,P0028,ST007,2022-07-23,9,80.37,10.0,723.33,208.35,514.98,July,Q3,2022,Summer
S00862,P0012,ST005,2022-07-05,5,56.25,0.0,281.25,101.05,180.2,July,Q3,2022,Summer
S00863,P0016,ST002,2021-08-26,7,109.31,5.0,765.17,226.66,538.51,August,Q3,2021,Summer
S00864,P0023,ST008,2021-10-18,1,126.83,0.0,126.83,35.23,91.6,October,Q4,2021,Autumn
S00865,P0003,ST007,2021-09-14,5,12.36,15.0,61.8,31.35,30.45,September,Q3,2021,Autumn
S00866,P0022,ST008,2021-11-11,2,54.97,0.0,109.94,27.54,82.4,November,Q4,2021,Autumn
S00867,P0008,ST003,2022-06-23,5,85.85,30.0,429.25,186.45,242.8,June,Q2,2022,Summer
S00868,P0009,ST008,2021-09-29,5,18.74,10.0,93.7,40.75,52.95,September,Q3,2021,Autumn
S00869,P0033,ST008,2022-04-08,11,36.28,0.0,399.08,160.38,238.7,April,Q2,2022,Spring
S00870,P0026,ST007,2021-11-03,6,64.11,15.0,384.66,193.26,191.4,November,Q4,2021,Autumn
S00871,P0026,ST006,2021-11-04,8,75.42,0.0,603.36,257.68,345.68,November,Q4,2021,Autumn
S00872,P0010,ST008,2022-03-27,5,90.88,0.0,454.4,140.45,313.95,March,Q1,2022,Spring
S00873,P0015,ST005,2022-05-16,1,59.32,0.0,59.32,23.49,35.83,May,Q2,2022,Spring
S00874,P0009,ST002,2021-09-13,11,20.82,0.0,229.02,89.65,139.37,September,Q3,2021,Autumn
S00875,P0031,ST007,2022-05-29,4,98.57,5.0,394.28,142.0,252.28,May,Q2,2022,Spring
S00876,P0014,ST007,2022-04-25,7,56.51,20.0,395.57,205.59,189.98,April,Q2,2022,Spring
S00877,P0026,ST008,2022-05-21,4,75.42,0.0,301.68,128.84,172.84,May,Q2,2022,Spring
S00878,P0017,ST002,2022-02-19,12,131.04,0.0,1572.48,454.44,1118.04,February,Q1,2022,Winter
S00879,P0016,ST003,2021-10-01,8,115.06,0.0,920.48,259.04,661.44,October,Q4,2021,Autumn
S00880,P0006,ST003,2021-11-17,4,86.22,0.0,344.88,131.72,213.16,November,Q4,2021,Autumn
S00881,P0027,ST007,2021-09-10,11,93.57,0.0,1029.27,393.14,636.13,September,Q3,2021,Autumn
S00882,P0023,ST003,2022-06-01,5,126.83,0.0,634.15,176.15,458.0,June,Q2,2022,Summer
S00883,P0031,ST002,2021-09-14,7,98.57,5.0,689.99,248.5,441.49,September,Q3,2021,Autumn
S00884,P0006,ST006,2021-12-20,9,86.22,0.0,775.98,296.37,479.61,December,Q4,2021,Winter
S00885,P0030,ST001,2022-07-25,10,105.42,5.0,1054.2,386.7,667.5,July,Q3,2022,Summer
S00886,P0015,ST007,2021-09-27,7,59.32,0.0,415.24,164.43,250.81,September,Q3,2021,Autumn
S00887,P0004,ST002,2021-09-24,10,80.52,10.0,805.2,274.5,530.7,September,Q3,2021,Autumn
S00888,P0017,ST005,2022-05-02,6,111.38,15.0,668.28,227.22,441.06,May,Q2,2022,Spring
S00889,P0020,ST005,2022-02-13,11,25.37,0.0,279.07,117.81,161.26,February,Q1,2022,Winter
S00890,P0001,ST008,2021-08-20,3,15.19,0.0,45.57,18.0,27.57,August,Q3,2021,Summer
S00891,P0019,ST003,2022-06-13,10,34.72,10.0,347.2,135.1,212.1,June,Q2,2022,Summer
S00892,P0028,ST007,2021-08-20,7,75.9,15.0,531.3,162.05,369.25,August,Q3,2021,Summer
S00893,P0009,ST006,2022-07-20,4,20.82,0.0,83.28,32.6,50.68,July,Q3,2022,Summer
S00894,P0017,ST008,2021-12-16,6,131.04,0.0,786.24,227.22,559.02,December,Q4,2021,Winter
S00895,P0018,ST005,2022-01-07,5,43.7,15.0,218.5,67.2,151.3,January,Q1,2022,Winter
S00896,P0018,ST002,2021-11-25,3,51.41,0.0,154.23,40.32,113.91,November,Q4,2021,Autumn
S00897,P0016,ST008,2022-01-12,5,103.55,10.0,517.75,161.9,355.85,January,Q1,2022,Winter
S00898,P0001,ST002,2021-11-05,8,15.19,0.0,121.52,48.0,73.52,November,Q4,2021,Autumn
S00899,P0021,ST007,2022-04-06,9,81.38,15.0,732.42,313.92,418.5,April,Q2,2022,Spring
S00900,P0005,ST001,2022-04-21,3,41.61,0.0,124.83,41.46,83.37,April,Q2,2022,Spring
S00901,P0022,ST007,2021-10-09,9,46.72,15.0,420.48,123.93,296.55,October,Q4,2021,Autumn
S00902,P0012,ST001,2021-10-28,4,47.81,15.0,191.24,80.84,110.4,October,Q4,2021,Autumn
S00903,P0017,ST004,2021-08-30,4,131.04,0.0,524.16,151.48,372.68,August,Q3,2021,Summer
S00904,P0009,ST001,2022-02-01,12,20.82,0.0,249.84,97.8,152.04,February,Q1,2022,Winter
S00905,P0011,ST006,2022-03-26,9,142.0,0.0,1278.0,323.28,954.72,March,Q1,2022,Spring
S00906,P0026,ST002,2022-07-15,1,75.42,0.0,75.42,32.21,43.21,July,Q3,2022,Summer
S00907,P0022,ST008,2022-06-01,8,54.97,0.0,439.76,110.16,329.6,June,Q2,2022,Summer
S00908,P0012,ST008,2022-05-28,9,56.25,0.0,506.25,181.89,324.36,May,Q2,2022,Spring
S00909,P0010,ST003,2021-12-11,12,77.25,15.0,927.0,337.08,589.92,December,Q4,2021,Winter
S00910,P0006,ST002,2021-12-24,1,86.22,0.0,86.22,32.93,53.29,December,Q4,2021,Winter
S00911,P0005,ST003,2022-05-20,4,35.37,15.0,141.48,55.28,86.2,May,Q2,2022,Spring
S00912,P0019,ST004,2022-07-13,4,38.58,0.0,154.32,54.04,100.28,July,Q3,2022,Summer
S00913,P0006,ST007,2022-04-20,1,73.29,15.0,73.29,32.93,40.36,April,Q2,2022,Spring
S00914,P0018,ST001,2022-03-31,3,48.84,5.0,146.52,40.32,106.2,March,Q1,2022,Spring
S00915,P0003,ST001,2021-11-23,5,13.81,5.0,69.05,31.35,37.7,November,Q4,2021,Autumn
S00916,P0017,ST005,2022-07-31,12,124.49,5.0,1493.88,454.44,1039.44,July,Q3,2022,Summer
S00917,P0019,ST007,2022-02-09,6,38.58,0.0,231.48,81.06,150.42,February,Q1,2022,Winter
S00918,P0027,ST004,2022-03-27,5,84.21,10.0,421.05,178.7,242.35,March,Q1,2022,Spring
S00919,P0014,ST007,2022-05-27,2,70.64,0.0,141.28,58.74,82.54,May,Q2,2022,Spring
S00920,P0028,ST006,2022-05-15,11,84.84,5.0,933.24,254.65,678.59,May,Q2,2022,Spring
S00921,P0022,ST005,2021-12-31,11,54.97,0.0,604.67,151.47,453.2,December,Q4,2021,Winter
S00922,P0029,ST002,2022-01-20,5,140.07,5.0,700.35,219.4,480.95,January,Q1,2022,Winter
S00923,P0009,ST005,2021-12-12,11,18.74,10.0,206.14,89.65,116.49,December,Q4,2021,Winter
S00924,P0009,ST005,2021-11-05,3,19.78,5.0,59.34,24.45,34.89,November,Q4,2021,Autumn
S00925,P0033,ST004,2021-08-30,10,36.28,0.0,362.8,145.8,217.0,August,Q3,2021,Summer
S00926,P0013,ST006,2022-07-15,3,43.69,10.0,131.07,59.43,71.64,July,Q3,2022,Summer
S00927,P0002,ST008,2021-12-30,5,94.47,20.0,472.35,160.35,312.0,December,Q4,2021,Winter
S00928,P0006,ST007,2022-02-15,12,86.22,0.0,1034.64,395.16,639.48,February,Q1,2022,Winter
S00929,P0031,ST004,2022-01-23,12,93.38,10.0,1120.56,426.0,694.56,January,Q1,2022,Winter
S00930,P0027,ST008,2022-07-10,6,88.89,5.0,533.34,214.44,318.9,July,Q3,2022,Summer
S00931,P0014,ST003,2022-07-03,9,70.64,0.0,635.76,264.33,371.43,July,Q3,2022,Summer
S00932,P0017,ST002,2022-03-30,3,117.94,10.0,353.82,113.61,240.21,March,Q1,2022,Spring
S00933,P0029,ST003,2022-07-15,6,132.7,10.0,796.2,263.28,532.92,July,Q3,2022,Summer
S00934,P0005,ST004,2022-01-29,4,37.45,10.0,149.8,55.28,94.52,January,Q1,2022,Winter
S00935,P0017,ST005,2022-03-04,6,131.04,0.0,786.24,227.22,559.02,March,Q1,2022,Spring
S00936,P0032,ST005,2022-03-26,2,82.21,0.0,164.42,57.92,106.5,March,Q1,2022,Spring
S00937,P0019,ST002,2022-03-30,4,36.65,5.0,146.6,54.04,92.56,March,Q1,2022,Spring
S00938,P0023,ST007,2022-04-29,5,126.83,0.0,634.15,176.15,458.0,April,Q2,2022,Spring
S00939,P0023,ST003,2021-10-10,4,126.83,0.0,507.32,140.92,366.4,October,Q4,2021,Autumn
S00940,P0018,ST008,2021-10-13,6,43.7,15.0,262.2,80.64,181.56,October,Q4,2021,Autumn
S00941,P0033,ST003,2021-09-11,8,36.28,0.0,290.24,116.64,173.6,September,Q3,2021,Autumn
S00942,P0006,ST003,2022-01-08,11,86.22,0.0,948.42,362.23,586.19,January,Q1,2022,Winter
S00943,P0017,ST008,2021-12-19,4,117.94,10.0,471.76,151.48,320.28,December,Q4,2021,Winter
S00944,P0003,ST003,2022-05-23,3,14.54,0.0,43.62,18.81,24.81,May,Q2,2022,Spring
S00945,P0014,ST002,2021-10-06,10,70.64,0.0,706.4,293.7,412.7,October,Q4,2021,Autumn
S00946,P0002,ST007,2022-02-23,7,94.47,20.0,661.29,224.49,436.8,February,Q1,2022,Winter
S00947,P0026,ST007,2021-08-03,1,71.65,5.0,71.65,32.21,39.44,August,Q3,2021,Summer
S00948,P0019,ST006,2021-08-08,6,34.72,10.0,208.32,81.06,127.26,August,Q3,2021,Summer
S00949,P0016,ST004,2021-08-10,11,115.06,0.0,1265.66,356.18,909.48,August,Q3,2021,Summer
S00950,P0014,ST004,2021-11-24,12,60.04,15.0,720.48,352.44,368.04,November,Q4,2021,Autumn
S00951,P0029,ST005,2021-10-06,2,147.44,0.0,294.88,87.76,207.12,October,Q4,2021,Autumn
S00952,P0016,ST005,2021-10-25,2,97.8,15.0,195.6,64.76,130.84,October,Q4,2021,Autumn
S00953,P0007,ST005,2021-12-27,8,21.87,10.0,174.96,72.72,102.24,December,Q4,2021,Winter
S00954,P0002,ST006,2022-03-11,11,82.66,30.0,909.26,352.77,556.49,March,Q1,2022,Spring
S00955,P0030,ST006,2022-04-08,6,99.87,10.0,599.22,232.02,367.2,April,Q2,2022,Spring
S00956,P0020,ST003,2022-02-23,1,25.37,0.0,25.37,10.71,14.66,February,Q1,2022,Winter
S00957,P0020,ST003,2021-11-17,12,25.37,0.0,304.44,128.52,175.92,November,Q4,2021,Autumn
S00958,P0023,ST003,2021-10-03,6,114.15,10.0,684.9,211.38,473.52,October,Q4,2021,Autumn
S00959,P0017,ST001,2022-02-09,11,131.04,0.0,1441.44,416.57,1024.87,February,Q1,2022,Winter
S00960,P0009,ST001,2022-06-01,1,18.74,10.0,18.74,8.15,10.59,June,Q2,2022,Summer
S00961,P0033,ST001,2021-08-25,12,36.28,0.0,435.36,174.96,260.4,August,Q3,2021,Summer
S00962,P0027,ST008,2022-02-11,2,88.89,5.0,177.78,71.48,106.3,February,Q1,2022,Winter
